x1,x2,x3,target
54.51,17.26,-16.3,high
-3.09,4.81,-31.72,high
37.07,7.27,-11.58,high
-0.77,15.45,-17.11,high
61.08,12.79,-24.03,high
6.84,15.83,-46.97,high
14.94,8.9,5.65,high
10.41,11.89,-24.14,high
66.15,13.94,-15.16,high
76.49,5.61,-0.76,high
44.23,6.01,-23.34,high
25.4,5.72,7.05,high
4.74,10.38,-14.14,high
32.35,6.41,-19.51,high
32.88,5.58,-28.18,high
41.58,3.03,-6.19,high
72.11,8.09,-50.08,high
27.67,9.16,-40.15,high
67.19,19.49,-7.58,high
46.96,6.09,-1.78,high
39.27,9.67,-39.14,high
2.19,10.35,-33.3,high
76.68,3.09,-22.73,high
10.49,8.87,-50.64,high
66.74,5.32,-47.7,high
52.46,11.9,-16.87,high
76.58,17.34,-10.18,high
52.29,1.7,-9.07,high
5.78,6.26,-22.69,high
33.81,3.56,-10.83,high
23.16,2.81,-20.88,high
52.46,4.8,-34.39,high
83.68,1.97,-48.48,high
77.55,14.06,5.37,high
54.68,18.62,5.42,high
62.9,16.14,-8.84,high
4.53,20.76,-40.87,high
44.09,4.62,1.75,high
9.61,8.18,-54.04,high
65.62,4.2,-26.6,high
20.91,13.33,4.46,high
42.13,6.62,-50.4,high
57.52,19.77,-40.23,high
32.2,1.45,-0.64,high
68.67,12.79,3.89,high
49.44,12.41,-31.81,high
61.78,13.65,-3.73,high
7.55,10.1,-47.09,high
46.27,4.91,-44.89,high
79.95,7.95,-5.33,high
2.6,6.25,6.55,high
82.08,8.35,-49.39,high
43.37,3.68,-6.47,high
57.61,25.81,0.1,high
6.94,3.95,-5.95,high
71.72,9.66,-33.57,high
56.84,6.56,-20.53,high
17.99,20.26,-51.93,high
63.05,2.79,-31.4,high
58.79,11.64,-41.54,high
56.91,6.46,-7.0,high
52.32,11.5,-48.5,high
76.96,8.6,-52.03,high
71.69,5.54,-29.81,high
71.89,5.13,-9.74,high
5.26,4.13,-55.76,high
11.71,17.63,-6.94,high
58.92,9.44,-48.87,high
86.65,9.0,-56.05,high
37.12,5.48,-7.21,high
2.83,9.47,-25.28,high
49.55,4.72,-32.31,high
58.91,15.64,-53.28,high
17.66,14.01,0.11,high
9.67,8.22,-38.14,high
-1.1,4.83,-37.92,high
60.19,3.71,-17.94,high
40.79,9.53,-1.69,high
49.38,9.93,-10.43,high
4.66,4.33,-10.06,high
53.94,18.28,-58.29,high
42.98,4.15,-3.27,high
72.51,7.1,6.76,high
-1.45,6.27,-51.78,high
49.11,8.19,-13.7,high
10.78,8.89,-22.13,high
58.76,7.05,-25.05,high
34.93,8.04,-14.09,high
85.97,14.34,7.59,high
55.79,11.3,0.93,high
15.05,14.67,-47.24,high
16.99,9.69,3.7,high
12.09,9.17,-17.8,high
32.76,21.48,-31.74,high
19.39,10.26,8.22,high
69.44,9.51,-59.68,high
65.68,10.27,-4.24,high
55.26,7.56,-35.23,high
9.04,7.11,-37.0,high
25.63,5.04,-13.28,high
14.35,9.04,-14.56,high
93.43,7.03,-40.69,high
61.19,4.62,-47.81,high
29.6,9.84,-51.36,high
30.78,7.6,-55.22,high
27.95,6.38,6.1,high
-1.63,9.01,-6.75,high
59.37,2.98,3.9,high
78.8,12.45,-23.74,high
64.31,3.43,-30.99,high
50.98,19.18,-34.57,high
57.82,14.02,-20.28,high
15.85,6.39,-9.75,high
60.24,6.37,-42.89,high
71.12,10.21,-16.51,high
34.17,14.93,-19.56,high
69.56,16.47,0.76,high
39.06,15.79,4.25,high
51.68,9.21,-15.33,high
25.26,2.81,7.08,high
29.04,11.35,-42.77,high
76.4,5.17,-7.85,high
44.34,5.38,-0.89,high
17.38,5.11,-12.02,high
75.14,15.82,-23.5,high
19.28,3.24,2.79,high
78.11,13.53,-17.47,high
45.63,1.86,-25.41,high
47.01,11.14,-0.23,high
49.76,13.54,-58.04,high
55.89,4.35,-47.58,high
80.66,3.88,9.74,high
84.35,2.76,-34.94,high
-7.82,11.33,-24.7,high
27.92,11.93,-21.63,high
20.58,17.5,-35.8,high
19.8,6.55,-20.83,high
68.92,3.37,9.44,high
25.63,5.37,-24.37,high
-3.54,6.23,5.81,high
50.81,3.77,-21.15,high
-4.62,6.98,-51.31,high
26.67,12.36,3.18,high
28.83,4.71,9.46,high
23.36,2.21,-41.67,high
50.95,11.62,-9.73,high
16.4,13.54,-7.5,high
21.82,14.7,-36.28,high
55.9,11.39,-44.67,high
37.13,13.75,3.99,high
86.94,19.98,-8.72,high
3.93,6.56,-9.18,high
13.12,5.34,-1.66,high
-4.54,15.83,-9.79,high
14.37,6.24,-56.4,high
40.53,16.81,-6.01,high
42.0,6.89,-20.91,high
74.22,11.46,-13.12,high
25.31,3.22,-8.96,high
34.21,8.02,-13.58,high
63.5,4.39,-19.46,high
23.81,10.67,-59.48,high
46.36,15.15,-31.95,high
52.55,12.11,-44.61,high
53.53,24.54,-23.21,high
61.38,2.97,-59.87,high
11.98,8.77,9.61,high
17.42,9.87,-20.14,high
75.83,12.25,4.54,high
38.53,6.11,-59.44,high
34.56,2.26,-35.91,high
62.32,8.16,9.92,high
74.77,13.3,-29.7,high
83.51,3.7,-30.9,high
64.22,17.76,0.3,high
12.72,8.5,-29.17,high
29.94,5.92,-45.71,high
79.3,9.92,-42.31,high
95.96,5.61,-43.17,high
36.51,0.97,-48.46,high
36.25,20.13,6.5,high
40.75,4.0,3.36,high
31.17,7.97,-18.23,high
26.28,4.52,-38.58,high
74.73,15.58,-21.8,high
44.93,16.63,-18.28,high
76.58,4.74,-17.87,high
28.56,9.41,-31.97,high
23.39,7.14,-17.73,high
23.25,8.86,-2.93,high
10.42,11.34,-14.08,high
37.59,9.2,-33.73,high
-3.24,22.63,-30.2,high
89.11,13.23,-22.09,high
50.52,7.34,-34.61,high
72.79,3.65,-57.03,high
75.5,7.61,-30.65,high
27.23,30.35,3.74,high
68.28,23.28,-18.2,high
58.4,7.19,-30.31,high
75.92,4.51,-47.28,high
47.62,10.73,-5.04,high
70.73,9.43,-11.42,high
43.41,15.09,-38.61,high
69.3,6.15,-16.24,high
-4.72,8.21,-48.71,high
4.32,6.72,-56.45,high
-10.94,7.29,-27.85,high
82.29,11.53,-49.18,high
60.87,13.6,-40.2,high
73.72,16.15,-3.12,high
15.93,18.55,-29.48,high
35.57,16.25,-40.77,high
51.51,5.79,-12.23,high
42.83,10.23,-27.29,high
44.82,5.75,-44.14,high
37.71,3.76,-16.66,high
62.59,14.48,-37.63,high
40.83,15.7,0.71,high
74.93,4.11,-43.44,high
81.0,2.71,-9.44,high
50.63,4.28,-49.2,high
50.46,14.94,-38.36,high
27.55,6.27,1.92,high
27.75,2.36,-35.57,high
22.33,4.28,-41.63,high
47.68,11.46,-30.02,high
6.88,19.93,-19.58,high
43.85,8.36,-4.43,high
23.66,13.27,-1.78,high
46.98,13.7,-30.75,high
64.19,2.48,-47.18,high
39.44,1.63,-26.43,high
76.96,15.6,-32.06,high
86.96,29.5,-50.75,high
49.74,10.23,0.58,high
5.85,6.53,-27.48,high
1.64,3.25,-0.34,high
47.56,5.78,-40.46,high
12.11,5.25,-35.49,high
43.29,0.58,-53.28,high
64.0,7.06,-35.27,high
17.31,15.97,2.36,high
41.77,12.8,-30.43,high
16.32,5.96,-59.36,high
27.75,15.94,-43.19,high
65.0,10.77,-44.04,high
70.12,5.2,-0.71,high
12.42,6.44,-39.46,high
35.95,10.03,6.19,high
50.12,11.41,-21.31,high
77.54,21.69,3.15,high
72.82,17.14,-21.61,high
39.07,10.22,-12.46,high
17.53,17.45,-16.59,high
63.06,10.71,-14.02,high
61.27,1.42,-32.08,high
50.61,10.11,-35.07,high
63.12,7.15,-11.65,high
47.49,9.32,-4.33,high
77.46,6.61,-10.33,high
13.4,7.89,-41.62,high
4.9,7.56,0.97,high
91.69,16.43,-1.55,high
56.76,1.53,-54.66,high
79.5,6.47,-29.06,high
78.35,5.39,-11.03,high
11.36,3.54,-30.25,high
49.04,1.86,-57.52,high
54.45,6.54,-37.03,high
1.65,6.32,-55.46,high
52.62,6.88,-25.69,high
62.03,14.02,-21.49,high
-8.99,6.63,7.64,high
35.74,3.75,-20.83,high
12.58,9.74,-35.84,high
53.66,19.2,-10.61,high
34.44,4.14,-9.24,high
14.28,5.08,-23.12,high
46.26,7.82,-56.99,high
36.53,1.35,-45.69,high
69.08,8.53,9.36,high
22.91,6.6,-59.35,high
26.38,11.58,5.1,high
55.05,5.84,-51.47,high
37.29,11.09,-33.82,high
31.97,9.05,-54.85,high
56.17,9.22,-21.29,high
64.13,4.75,-51.03,high
44.63,8.4,-16.9,high
8.74,11.8,2.26,high
85.56,10.63,-55.76,high
33.47,10.19,-22.91,high
65.73,14.89,0.56,high
16.52,7.42,7.69,high
24.06,3.64,-7.61,high
89.37,8.01,-26.25,high
35.15,18.34,-7.55,high
-6.31,3.9,-47.65,high
17.06,33.4,-39.41,high
68.6,7.26,-57.05,high
55.28,6.17,2.99,high
41.44,13.33,-11.84,high
68.81,6.79,-54.65,high
7.34,5.54,-15.38,high
2.18,7.37,-17.54,high
41.41,8.12,-20.08,high
31.69,3.74,-56.31,high
29.39,8.72,6.83,high
28.66,2.85,3.59,high
64.25,4.49,-27.23,high
18.36,2.62,-16.17,high
61.17,11.61,-32.17,high
64.71,11.78,-46.52,high
67.51,9.71,-24.23,high
37.74,6.04,9.45,high
71.54,12.27,-27.85,high
59.66,14.93,-16.06,high
59.04,4.88,-26.61,high
47.9,9.56,-15.12,high
29.62,3.77,-52.67,high
24.5,18.89,-46.55,high
41.83,1.57,-49.45,high
68.26,7.0,-16.75,high
69.54,6.6,-37.17,high
6.25,9.58,7.98,high
10.49,14.09,-5.05,high
88.13,5.52,-50.69,high
-2.76,17.74,-24.02,high
29.32,5.0,-54.57,high
48.04,9.56,8.63,high
50.64,9.54,-16.03,high
27.58,2.07,-48.94,high
2.21,5.81,-55.02,high
48.43,10.55,-19.83,high
57.27,12.38,8.97,high
-5.0,18.31,-36.66,high
4.96,7.11,1.64,high
52.41,4.36,-39.64,high
56.17,2.75,-18.0,high
14.65,2.56,-55.41,high
6.18,8.22,-9.88,high
1.57,7.78,-28.04,high
17.85,10.89,-57.41,high
11.85,5.84,-29.24,high
43.98,12.6,-35.64,high
37.47,7.91,-21.85,high
76.33,2.94,-10.76,high
-1.37,10.29,-29.82,high
67.69,6.36,-42.76,high
71.82,10.85,-55.22,high
64.15,7.79,3.58,high
19.7,4.57,-5.59,high
27.9,3.54,-32.05,high
-0.11,16.49,-32.67,high
72.81,9.28,-20.19,high
49.38,4.44,-7.43,high
42.67,11.15,-1.91,high
47.13,11.46,-14.65,high
42.81,5.14,3.73,high
62.07,7.79,-6.51,high
37.09,6.26,-28.86,high
63.5,13.14,-15.38,high
54.44,5.29,1.75,high
46.81,2.88,6.53,high
86.02,5.4,-43.51,high
-0.94,7.21,-15.32,high
64.07,7.27,-49.34,high
62.79,4.48,-43.21,high
45.89,7.51,8.01,high
61.28,14.06,3.22,high
63.11,9.45,-52.41,high
25.06,5.14,-48.85,high
81.69,4.47,-43.75,high
87.51,18.76,-12.52,high
45.88,6.84,-43.92,high
66.4,3.92,-33.14,high
75.94,7.61,-1.47,high
53.07,7.31,0.23,high
48.39,5.64,-47.74,high
26.99,10.37,0.93,high
57.06,8.93,-59.77,high
11.39,4.91,0.26,high
14.29,9.58,-57.02,high
65.72,10.38,9.78,high
8.26,9.76,-22.98,high
21.52,7.97,-52.0,high
68.52,10.21,-6.98,high
41.15,22.46,-48.7,high
12.62,10.67,-1.1,high
25.0,17.0,-7.66,high
81.57,16.53,4.78,high
7.3,2.81,-2.33,high
47.97,14.28,-14.29,high
51.66,12.92,-20.39,high
19.01,3.6,-22.22,high
58.26,6.56,7.11,high
53.6,11.73,9.01,high
89.13,5.65,-58.01,high
59.87,15.37,-18.69,high
27.39,13.61,5.05,high
42.08,7.43,-46.39,high
68.02,9.89,-15.01,high
73.84,5.75,-24.03,high
26.1,5.97,-53.04,high
18.1,6.27,-30.07,high
44.25,8.2,-23.01,high
35.74,9.02,4.37,high
50.14,5.52,-4.94,high
47.17,10.99,2.32,high
45.19,13.7,-22.59,high
7.19,4.05,-49.29,high
54.18,16.68,-36.62,high
89.21,0.98,-27.01,high
81.89,7.76,-39.04,high
71.18,6.5,-8.15,high
23.47,6.18,-16.0,high
6.69,8.17,-43.26,high
43.66,12.9,-1.93,high
5.52,4.39,-4.28,high
8.61,15.68,-43.5,high
10.5,6.96,-53.9,high
31.88,6.67,-10.07,high
68.92,5.9,9.31,high
21.98,16.7,-0.89,high
51.83,2.84,-56.2,high
58.14,6.16,-0.01,high
67.25,4.39,6.71,high
31.36,9.77,-43.38,high
11.18,7.95,2.29,high
74.36,3.7,-6.27,high
46.08,10.13,-29.8,high
21.31,5.2,-33.91,high
24.01,3.82,-37.94,high
21.22,7.13,-58.2,high
82.6,7.38,-43.97,high
91.68,5.77,-27.44,high
50.45,4.04,-38.88,high
53.27,4.97,-22.33,high
52.59,8.07,-18.13,high
-9.34,7.16,-18.71,high
76.02,14.19,-28.84,high
30.34,12.77,-48.56,high
9.22,20.31,-22.96,high
76.14,1.07,-28.25,high
26.92,18.49,-45.64,high
36.55,8.74,-6.83,high
23.52,8.96,-18.25,high
5.63,5.08,-18.23,high
9.36,8.38,2.67,high
16.42,8.96,-32.41,high
30.57,9.83,-28.13,high
9.72,3.77,-1.79,high
11.84,15.39,-31.13,high
22.85,17.19,-18.99,high
5.46,4.69,-13.42,high
22.79,8.88,6.95,high
29.21,7.44,-13.51,high
59.0,9.21,-8.33,high
22.94,13.3,5.43,high
30.89,21.13,-49.11,high
20.13,14.3,-48.45,high
29.55,6.61,-32.8,high
39.18,9.1,-43.45,high
71.43,7.79,-33.66,high
14.35,7.39,-13.1,high
73.91,3.48,-27.73,high
73.05,2.58,-59.89,high
91.39,3.81,3.6,high
72.32,12.56,-46.82,high
75.96,5.94,-1.46,high
40.12,12.3,-51.98,high
9.56,4.33,-48.49,high
37.04,7.34,-31.19,high
67.0,37.83,-48.39,high
25.31,3.29,1.4,high
51.42,23.96,-28.5,high
76.11,1.53,-20.28,high
57.64,4.9,6.81,high
36.43,7.03,-35.35,high
33.52,8.54,-9.07,high
58.31,9.04,1.56,high
1.48,6.41,-42.54,high
60.38,20.67,-0.64,high
83.71,11.36,-8.6,high
78.62,7.34,-38.75,high
48.32,3.34,-5.19,high
48.68,6.12,-48.01,high
36.91,5.61,-12.91,high
5.13,4.09,-53.84,high
57.64,8.94,-7.93,high
81.37,2.13,-42.2,high
23.34,1.79,-32.77,high
68.26,3.27,-18.49,high
85.8,11.38,-5.68,high
46.85,8.45,2.56,high
38.44,7.54,-54.1,high
42.41,15.95,-29.04,high
83.99,3.4,-59.93,high
67.69,10.26,-59.73,high
33.64,4.69,-34.32,high
-5.38,9.12,4.01,high
24.13,12.41,-29.26,high
52.03,10.81,-58.06,high
76.28,6.59,-29.87,high
58.03,7.38,-26.81,high
5.72,10.52,-39.7,high
61.82,11.43,-23.02,high
44.45,10.06,-5.0,high
80.09,7.97,1.2,high
0.48,4.73,-29.31,high
71.26,4.93,-23.77,high
54.29,5.55,-8.11,high
86.07,9.23,-29.49,high
24.02,10.73,-28.01,high
82.26,5.58,-31.08,high
4.53,10.62,-3.87,high
35.82,5.1,-55.35,high
4.48,11.0,-56.05,high
30.63,13.36,-32.64,high
55.98,9.42,-49.65,high
74.14,19.9,-29.94,high
55.44,9.38,2.47,high
66.12,13.86,-32.17,high
67.52,5.58,-44.02,high
18.57,7.81,-45.75,high
49.46,6.97,5.19,high
54.32,5.76,-46.23,high
80.58,14.48,-45.03,high
13.81,18.15,-23.46,high
49.32,6.1,-37.64,high
62.54,4.2,-57.34,high
45.57,11.84,-40.02,high
4.97,3.86,-30.06,high
13.33,10.34,-52.3,high
58.58,10.32,-49.01,high
57.71,4.36,-36.9,high
46.69,6.83,-33.06,high
23.84,10.08,-18.72,high
61.26,11.94,-30.32,high
22.59,18.99,-32.56,high
12.21,18.21,-21.53,high
13.33,6.32,-17.71,high
31.23,6.63,-15.99,high
54.37,5.43,-33.37,high
77.32,10.55,6.27,high
38.21,13.41,-58.57,high
67.18,12.92,-0.41,high
80.93,10.78,-41.0,high
66.01,3.96,-6.5,high
46.46,7.12,-26.07,high
12.99,8.05,-24.32,high
60.13,12.79,-15.62,high
12.64,3.07,9.73,high
12.31,21.97,-10.58,high
43.63,10.71,-46.01,high
62.3,13.44,-1.21,high
69.08,10.47,-55.01,high
9.43,19.26,-37.31,high
44.28,21.1,-19.55,high
24.65,0.84,-27.17,high
18.58,8.98,-28.7,high
47.72,6.02,-36.78,high
37.08,6.08,-37.29,high
69.13,14.53,-57.86,high
78.38,10.2,-2.04,high
7.61,9.57,1.48,high
55.61,4.86,8.42,high
25.99,11.3,2.0,high
9.6,4.68,-12.2,high
83.83,6.79,-40.56,high
18.54,5.35,-5.76,high
7.6,3.3,-21.26,high
13.05,11.2,-58.03,high
46.68,5.41,1.35,high
7.26,8.44,0.86,high
82.92,2.41,8.37,high
88.76,9.5,-10.35,high
75.75,7.67,-58.26,high
81.61,12.93,-37.26,high
38.36,4.44,-26.42,high
49.94,9.9,-21.28,high
86.71,6.35,-27.29,high
82.34,5.89,-22.03,high
71.62,2.0,4.9,high
65.48,25.23,-48.27,high
38.19,1.86,-37.01,high
20.76,10.27,-15.66,high
20.46,2.12,-45.38,high
-2.6,8.18,-44.51,high
50.35,3.54,-56.34,high
83.75,7.59,-48.4,high
22.89,4.32,-12.06,high
8.79,25.27,-36.29,high
78.1,30.69,-51.91,high
-0.45,2.32,-7.34,high
24.55,12.15,-58.25,high
27.0,18.19,1.08,high
71.62,10.81,-52.56,high
67.39,20.98,-4.36,high
33.95,5.13,-36.31,high
71.9,21.54,-32.24,high
27.96,13.88,-31.2,high
50.37,8.06,1.57,high
68.91,6.07,-8.92,high
87.89,2.9,-0.71,high
36.64,6.76,-58.32,high
49.29,5.89,-43.28,high
-2.99,10.74,-22.04,high
38.0,0.28,-25.92,high
39.96,4.85,-45.21,high
0.83,20.36,-2.26,high
41.13,1.28,-8.73,high
10.54,7.96,-6.68,high
6.27,2.52,8.7,high
45.66,12.84,-1.56,high
56.51,10.86,-24.99,high
51.94,4.94,-54.09,high
46.2,5.56,-52.41,high
13.77,10.97,5.33,high
64.15,13.56,-21.72,high
44.49,8.6,-47.58,high
82.03,5.79,-44.39,high
27.95,7.13,-32.61,high
44.09,4.44,4.78,high
70.03,7.28,-29.01,high
67.91,17.99,-12.49,high
10.53,13.13,-19.23,high
7.37,6.04,-30.43,high
31.64,12.51,-44.79,high
27.97,18.27,-59.27,high
51.77,8.39,-57.68,high
55.01,5.76,-40.01,high
65.38,3.18,-18.13,high
75.01,11.52,1.1,high
16.59,8.62,-28.81,high
12.36,8.91,-36.59,high
31.15,4.23,5.63,high
21.77,7.28,-24.99,high
63.87,9.03,-19.73,high
35.75,9.42,9.67,high
0.94,11.0,-11.05,high
-2.39,2.58,-43.02,high
86.98,10.78,-23.0,high
70.14,11.49,-28.39,high
5.82,8.14,-40.91,high
52.7,11.88,-2.44,high
19.82,7.45,-14.05,high
72.08,11.15,-9.95,high
29.31,3.52,-47.7,high
52.41,7.59,-25.91,high
41.9,6.67,-47.82,high
63.73,5.89,-34.13,high
76.06,6.89,-43.07,high
53.3,3.62,-59.53,high
14.92,16.43,-43.12,high
68.85,10.42,-8.47,high
45.76,12.63,-33.3,high
18.3,11.24,-12.29,high
60.82,4.88,-21.09,high
56.08,11.54,-44.7,high
79.21,8.31,-48.19,high
15.23,10.93,-53.45,high
-5.52,4.31,-57.89,high
22.2,10.45,-4.94,high
36.08,10.24,-8.24,high
81.3,14.92,-25.17,high
80.43,6.09,-49.11,high
75.88,11.66,-6.87,high
33.26,8.3,-27.75,high
2.2,26.91,-40.51,high
43.02,17.59,-5.81,high
75.45,7.7,-32.98,high
6.67,5.33,-54.82,high
55.3,6.94,-29.06,high
44.8,6.52,-35.5,high
73.98,20.17,1.92,high
-5.97,6.93,-36.51,high
34.27,8.87,-2.55,high
41.18,14.12,-37.52,high
77.03,13.81,-17.43,high
38.8,8.95,-37.47,high
69.49,8.0,-50.14,high
24.13,12.65,-34.15,high
45.08,9.45,-26.0,high
53.08,3.9,-35.5,high
74.18,13.99,-36.33,high
50.67,9.85,-48.35,high
60.38,13.35,-45.64,high
77.58,1.89,1.12,high
20.52,12.93,-35.36,high
62.3,5.93,-15.6,high
70.61,4.71,-57.05,high
59.53,5.97,-33.65,high
26.64,6.66,-18.68,high
36.4,4.5,-36.85,high
61.76,8.33,8.78,high
85.87,7.06,-44.54,high
9.46,7.18,-13.86,high
70.77,7.6,9.24,high
41.11,10.34,-44.63,high
56.81,16.48,-52.19,high
83.38,8.52,-15.43,high
12.15,6.87,-1.22,high
64.35,19.14,4.86,high
22.83,19.07,-0.13,high
20.12,12.03,-18.58,high
13.29,11.16,5.67,high
71.5,5.96,-12.06,high
53.47,17.34,-36.29,high
75.61,10.64,-59.8,high
50.48,11.42,-55.12,high
2.18,6.97,-33.94,high
46.78,9.37,5.04,high
11.42,5.76,-0.83,high
25.81,4.08,-20.97,high
59.32,7.28,-15.94,high
13.68,5.28,-48.83,high
37.04,8.23,-56.54,high
10.43,3.19,-31.67,high
2.42,33.2,-28.68,high
66.85,5.03,-50.7,high
60.67,8.84,-13.96,high
61.17,18.52,-42.75,high
17.24,5.58,-38.03,high
32.1,4.18,-1.6,high
43.13,3.58,-58.64,high
92.66,6.04,1.32,high
19.64,9.45,-56.87,high
49.27,10.08,5.04,high
93.84,3.52,-23.83,high
22.79,7.62,7.42,high
10.59,5.92,-48.4,high
71.45,3.09,-26.21,high
28.76,4.91,-10.44,high
22.97,8.83,-33.79,high
78.77,9.94,-23.81,high
-4.43,10.18,-8.07,high
66.85,8.56,-23.1,high
87.49,6.99,1.85,high
2.63,2.05,5.06,high
52.4,7.43,-29.15,high
29.91,7.95,-45.37,high
57.7,5.72,-1.79,high
39.27,8.85,-6.99,high
70.05,12.35,-4.83,high
19.88,7.55,-44.08,high
41.24,4.45,-48.37,high
36.54,15.35,-9.03,high
59.52,11.69,-20.79,high
16.67,11.29,-7.6,high
47.43,11.66,4.12,high
34.92,5.33,-11.09,high
41.43,7.78,-26.48,high
46.04,5.64,-50.7,high
-6.49,13.56,-14.3,high
39.57,9.01,-46.87,high
42.93,9.78,6.45,high
47.51,8.88,-24.28,high
48.38,3.93,-22.83,high
24.6,9.92,-32.07,high
76.2,9.34,-57.43,high
76.42,6.52,-11.19,high
59.17,10.08,-30.84,high
30.51,8.6,-52.15,high
76.97,2.34,-45.95,high
42.82,8.13,-33.47,high
75.51,8.46,-1.42,high
34.55,14.2,-47.63,high
46.66,5.02,-29.91,high
28.5,4.11,-54.84,high
24.44,25.75,9.41,high
62.1,7.72,-19.1,high
58.57,2.97,9.98,high
55.8,8.05,-22.88,high
31.3,12.62,-59.64,high
58.13,11.31,0.51,high
87.74,7.92,-42.07,high
32.01,36.55,-12.29,high
42.7,11.53,-44.95,high
59.96,7.52,-34.61,high
12.79,6.46,-15.15,high
47.94,8.61,-57.02,high
57.97,13.37,-7.65,high
17.93,3.34,-41.53,high
29.28,4.38,-51.33,high
17.59,14.38,-16.06,high
79.74,5.91,-58.81,high
49.7,8.31,-29.78,high
5.94,5.93,-14.45,high
84.08,16.53,-8.64,high
3.79,9.77,-0.13,high
18.3,11.55,-37.86,high
24.78,8.7,-50.5,high
48.99,6.44,-33.12,high
18.24,8.19,-52.76,high
70.89,0.96,-29.25,high
11.4,9.3,-37.76,high
68.04,8.79,-49.98,high
37.36,11.94,-23.42,high
40.78,5.37,-39.55,high
17.11,2.74,-5.65,high
21.53,1.83,-14.65,high
30.32,16.12,-44.05,high
0.19,11.55,-57.42,high
44.5,5.75,-4.59,high
56.96,24.02,4.15,high
39.87,9.64,3.32,high
4.32,1.49,-11.96,high
38.71,13.04,-2.13,high
27.73,12.84,-19.19,high
33.37,12.16,-12.54,high
57.81,12.32,-36.11,high
36.42,5.91,-27.9,high
42.87,9.71,-36.52,high
-2.81,9.03,-9.49,high
10.44,9.7,-20.18,high
23.23,3.44,-2.1,high
17.05,18.47,-30.83,high
29.45,11.58,1.69,high
31.84,10.11,-48.62,high
2.51,11.11,-13.01,high
3.62,13.63,-11.8,high
44.06,6.82,7.95,high
76.28,2.06,-8.38,high
13.62,12.6,-6.59,high
63.97,5.78,-19.51,high
23.99,6.79,-43.34,high
54.61,8.98,-5.39,high
17.93,6.6,-43.58,high
59.22,15.68,-39.89,high
29.08,5.29,-30.09,high
12.59,10.85,-11.11,high
39.14,4.97,-24.58,high
78.59,3.98,-21.07,high
16.93,14.69,-24.04,high
57.45,13.39,-12.63,high
63.71,14.33,-27.03,high
62.41,13.55,-30.97,high
9.15,2.14,-53.8,high
17.54,8.91,-49.02,high
85.82,10.83,-38.44,high
18.9,5.49,-36.81,high
14.98,7.58,-30.74,high
32.15,10.67,-57.44,high
49.41,6.35,-57.77,high
36.09,9.58,-25.24,high
6.12,6.38,-31.23,high
81.61,5.32,-17.09,high
79.41,14.89,-21.0,high
41.12,7.87,-36.88,high
0.88,5.89,-27.02,high
47.89,5.07,-26.69,high
29.82,6.42,-18.97,high
29.41,13.58,4.67,high
57.06,2.1,-51.67,high
67.99,12.49,-49.74,high
53.29,5.3,-32.6,high
27.93,8.22,-47.82,high
22.13,11.89,-10.08,high
84.41,13.89,8.14,high
18.04,2.52,-10.34,high
32.36,2.71,-7.13,high
80.71,6.85,-24.76,high
49.81,9.37,-7.45,high
21.01,10.04,-15.0,high
22.04,7.77,-12.65,high
80.26,10.76,-43.87,high
84.93,27.15,-3.07,high
20.79,13.63,-9.8,high
71.97,11.28,-47.77,high
5.91,11.74,-14.95,high
36.31,8.02,-48.94,high
40.93,7.45,5.51,high
77.35,2.25,-5.61,high
60.55,12.63,-26.55,high
36.7,20.25,0.65,high
4.69,6.32,-44.91,high
47.7,6.74,-51.87,high
44.3,8.19,-1.29,high
31.98,4.26,-9.02,high
72.81,13.31,-9.49,high
36.33,12.8,-46.25,high
-9.43,6.53,-38.97,high
16.31,11.69,-54.22,high
72.37,5.17,-24.11,high
66.59,4.37,-23.27,high
43.8,13.88,-17.81,high
65.24,10.19,-37.46,high
39.57,9.57,-10.53,high
33.96,18.41,0.24,high
57.85,11.57,-56.53,high
53.32,8.86,5.01,high
49.73,4.76,-52.99,high
10.7,17.07,-40.44,high
72.89,10.54,-31.47,high
60.0,1.04,-43.52,high
17.71,9.52,1.87,high
55.94,3.55,-9.25,high
8.81,2.62,-16.76,high
20.28,7.6,-16.01,high
4.79,8.74,-4.23,high
51.43,4.49,7.72,high
72.43,11.08,8.59,high
11.49,1.88,-14.52,high
14.08,8.28,-16.79,high
82.24,5.91,-12.22,high
83.42,7.2,-9.05,high
50.76,6.35,-40.43,high
40.85,12.97,-47.81,high
53.18,11.07,-15.07,high
47.18,14.19,-49.78,high
66.85,2.77,-37.02,high
21.18,3.47,-19.13,high
31.38,6.69,-22.13,high
17.38,8.75,-52.72,high
59.63,8.03,8.05,high
87.59,8.78,-0.76,high
40.63,6.25,-13.4,high
33.1,16.09,-18.67,high
64.3,3.91,-59.78,high
73.72,12.7,0.73,high
37.81,3.53,-20.52,high
23.91,3.94,-10.54,high
61.58,16.2,-17.15,high
55.39,22.2,-10.51,high
14.44,7.88,-16.3,high
77.71,11.36,-6.28,high
82.49,9.03,-54.98,high
68.19,7.06,-10.08,high
49.07,10.6,-33.9,high
15.34,2.97,-11.5,high
88.12,2.49,-46.3,high
70.08,11.23,-19.24,high
86.28,1.74,1.96,high
12.87,18.74,-24.83,high
38.34,3.87,-44.52,high
53.72,4.32,-53.02,high
7.16,4.18,-38.24,high
